discountID,code,type
htlW9919-oPayRf,CddX6825-IrFeuQ,percentage
wtww4271-GclSLJ,QOBb4977-VCiHhA,percentage
hufz4083-KXlmAy,QHgT1799-VGHvua,percentage
iieW8151-SiYgsp,cTAz1933-uMmIGt,percentage
HnXd5245-HcNcMR,Zeuf8046-XBwjxv,percentage
ALuu3485-xvdPOZ,UmAx2559-PfbyFU,percentage
qSRI4247-kRaaAb,KwUj2616-KLdsyj,percentage
wNbV9375-Gzyeyp,VNzq6042-aeGTox,percentage
KTRZ1617-QHPNeM,WfDo9707-boCLzN,percentage
Ujfw3609-boHnmH,yFHS4004-bzyjWm,percentage
gPgH9153-VkOwFZ,rVhD4049-qaLOwI,percentage
UmEd3031-KVgFkO,WMmv3489-OHWfiG,percentage
TjBV4370-lQOCsQ,SMVW4290-YssSws,percentage
VsIs9900-exiwUH,UfCQ3891-VXlaoh,percentage
iBco3245-CRBbni,HslY0380-UmYDOn,percentage
gKic3348-kryzoc,JCGe0702-uKOcvK,percentage
SDDe2572-yeDpEV,MpeO3547-Wsjpei,percentage
Hrey1573-FlSgOy,iASW2413-LNEEiB,percentage
rwKX4872-LLVskS,cHGm8812-ZzMvxh,percentage
YBwO1850-BDxgOh,EeAq5416-FCrojv,percentage
VHJV4911-doSPoC,aAiT6560-rWRBDV,percentage
oPSs8646-ykMmAZ,FVRO9151-qiLROV,percentage
BjCL3040-AYFwbc,FBtF6190-yVrBmv,percentage
Ayjr8680-jROgYT,sGIH6534-oNybqL,percentage
rufm1717-MIeWrt,JAiC4572-laYIyx,percentage
koIK2898-IuzaIa,nJYv9129-JAXFOB,percentage
dMIy7490-FpTSFw,QXOe0368-tjIjZV,percentage
NdxU7095-cEAkYN,jjkH4702-HxWiwz,percentage
RsfF4765-QnQpKX,KKmB3815-JzVtMd,percentage
VeFR7886-PTpOMO,rfJk9729-GnaOam,percentage
qjcd4869-ievNIb,ORqK9383-OLjueA,percentage
HieG6005-nNzFsc,omiK5979-paalOV,percentage
Jjcl2674-XzFNFz,TLKf5264-ZULbhQ,percentage
owHx5668-zsbDTP,vWwO8164-UokWqE,percentage
VUHQ4921-vOuhYm,Dulv5998-zPpuEo,percentage
PmUX9917-KhhgvY,fWDc9626-zwYEVb,percentage
gFBm2071-xkFHFT,ZYVd6613-UIHinV,percentage
Wrvh7828-tMYjgX,ybsN8972-rLPLbS,percentage
JkOp1412-axzYnu,cYIn0859-DkJxOy,percentage
rVyA0190-RRuQJY,iEMz2964-giRpgx,percentage
oKQQ1045-rDoefm,XzkF4302-ULKHbw,percentage
XtPE5747-aFqAfI,Bzqj9652-uQLufZ,percentage
QYAl3216-yecRop,qsVB9215-uZAEFT,percentage
GaqA2862-JfZbXr,dOFR4694-EYKNsb,percentage
qrSy5741-bLHXPG,LZXf5855-cgZAZp,percentage
LMgb8245-aZjyAT,YNSw4215-EnIPpG,percentage
yOor5231-lysSdU,zzjM9086-GuPBuv,percentage
msIb6066-UpZmZl,mMje2764-ZmfKWM,percentage
oCIs7101-Bllimp,eyvA7774-zqFHVQ,percentage
ZWRr4208-quzkka,drxi9757-QkjJVI,percentage
UVNm1723-ghWkNl,LQvp4226-qSOLjv,percentage
ezLQ7904-noMSdw,Jnxx7899-snYUAB,percentage
sBmQ6628-wYVqmV,dolL6701-zPivtd,percentage
ukLq2797-UayfSs,ZgYE0541-yGyuYQ,percentage
zXgS5130-rSoYdU,xUjy4512-DinYcM,percentage
xHHI1133-uXdpqX,tOEO0333-ZVnFeU,percentage
frjj1741-zPCZOc,vMVk7438-fDEyGT,percentage
SGQt8315-mSUglQ,KeqG8003-darIma,percentage
HBdb9296-CmczjR,Ikec8365-xTrwkd,percentage
ThHY4738-hceJtv,MfLd6597-JtYIiI,percentage
vWlh0985-qnTnfF,bwVI5697-fqjick,percentage
UQdV7623-mzGfwn,kuVM2849-Uhjgol,percentage
huwQ7652-rDNTSU,qCzm3780-TjHUbV,percentage
iulm4182-uvDgiU,sTJJ3118-ZhhBYB,percentage
ShJQ5167-NwmTqX,UIDJ5092-uRxLiX,percentage
YsmC6511-dxZDOp,QOrd1085-zHjubt,percentage
XlMu7836-huMkRt,BZhV4125-ZCkzKq,percentage
MQkE7236-ahciVb,AIHb2195-TfaViG,percentage
KdhQ8324-HPUwfF,pYeB7203-eOnmOA,percentage
VSDf5503-TgPwzt,VAiW1125-LzIdon,percentage
lnyI9730-wgKVuZ,AQYx4206-NYnhUl,percentage
hmhQ1128-ljpxhR,cIgO1354-pfdnSO,percentage
tsTh8022-JtthVN,IMyT1550-VbljZC,percentage
QYzU8774-vZrLfm,CjQd4993-FMpgEi,percentage
ZxNu6229-ZjiduB,hYPE9666-FoYHgX,percentage
locN0382-gSfwES,kRZo4135-MMfkwO,percentage
FIZk3581-MPXZxx,AlSr7551-pmzTYb,percentage
zUsI2012-bnUXWq,Lizt6267-oiLnPs,percentage
vNSU7788-WQHczk,cviB7136-KOwIYr,percentage
KmdS2868-XbqyEQ,rbFI3898-EUJusx,percentage
ubhR8754-nABCLv,TJVZ4540-uxFsIu,percentage
fTGE7798-oDnJpR,jTVe0984-BucjYz,percentage
HlAq9311-kIeWbA,jBPo5625-ascTyI,percentage
ALEp0486-jCifoE,gJsU2183-KiCHIs,percentage
IaKT6982-kKcfXw,OFMj0609-lqPWOM,percentage
YQqc9880-MwHelL,uibx5327-uloxTE,percentage
VpAQ5759-yZSYVV,bUdF3354-ZrlvRE,percentage
CvUS7807-tApNEI,gXxD7222-DuzAmv,percentage
cEvh8078-mdxxqD,Uafo7567-eytKzw,percentage
ajVz9034-BdOpQU,nUqw8880-tBpXWk,percentage
rPRQ3126-GogwBT,sflP0724-MmXBhu,percentage
yjfI6760-cXTiUR,PECX1661-VIOQVx,percentage
wtlC6899-joPwOj,BKxE6307-SBazLJ,percentage
LkTs8402-dekRBE,RbvM4857-oYHcPL,percentage
VcEu6028-efvbiq,ExXX3911-jqQPlR,percentage
LUAf3058-PWDKbd,mtyF1510-PrdFvD,percentage
PUmC1228-MACjhL,Gwvp3368-INVzyy,percentage
GnIx0544-luJmrF,jmpw3794-AezyzQ,percentage
MZBU5286-ufKHwy,YBdY7014-UCQQqB,percentage
Ktti7261-GMfaXr,gOTE1348-mHevhU,percentage
hufU4685-IPrSTr,jloz2070-fHXomU,percentage
laau2898-gQlaSP,UYfZ6937-LMLOsA,percentage
Gffp0277-vqwzqb,GFvH5672-xSywQf,percentage
iVqt8500-LHxPJD,XbWx4464-ipVQrG,percentage
cAJu2744-iFxJVD,Yiim0936-aODNaF,percentage
TaSY2850-ohcNfO,sSsK2503-fDuTcO,percentage
rwqt6719-TdOyjb,RVhc7720-hMgfob,percentage
QmaI3758-NHurgX,UwgS0520-fiFaTH,percentage
awra7624-rWfpsJ,PrjE0398-VEneFB,percentage
eVem7985-TsyiId,AoBB9943-VJGbmw,percentage
YpjC6587-VXqvUm,fmeT5525-dzbbSP,percentage
MAKz3206-fNNFHJ,kVCe9661-XDplHg,percentage
sifV7225-PMRfFK,kLIX5084-VDkhHa,percentage
XavB0828-atQwGF,fwJy5181-OeDiyb,percentage
INGZ0869-TecbJg,bSbV1693-YVefHH,percentage
JAZz5213-TMuphi,bQTc0856-pyWVmX,percentage
yQBt8134-GGVsGz,RMvN2326-ioIbQZ,percentage
BPNU4721-VtOXmP,rJfx8159-mqPOQq,percentage
mzPJ4767-VPZOsq,IwcX4198-xWkmzU,percentage
zFGR9130-IsxlYz,cJlX5318-VEyXGd,percentage
NAAR6810-WyDnYd,NknO0375-eqxlKP,percentage
QvCk8352-dKtbgb,qUBy7135-GmjijI,percentage
uWsh0755-WvyzgE,rmgr7574-ptlGCt,percentage
lVbr4377-HdowLq,KTJH6205-scBzXx,percentage
qGno7074-ylggCO,YrmT2396-oxHvyh,percentage
sBMG4954-HjXwuN,pUHd0567-yLuHeb,percentage
pCcv7625-HFzlQH,mkiU9267-HajtPq,percentage
bVoG3514-VpblKA,NBBn0297-xWPHdW,percentage
ivfh6267-dnqFjU,FKnK7705-DymYXL,percentage
KODk7288-DnTHdU,tvSm9624-ZPcHof,percentage
clQM6442-rSuvsT,nBXV9507-XtrPyN,percentage
qEGU5569-xovOiH,jNth2422-LDmZjk,percentage
RvKr4242-EOSPGP,Dwrz0525-neBEvY,percentage
bVlZ1302-XigVfV,EgNF7746-IUxcYH,percentage
TMGG7652-ujgcdn,xLaT6394-dohArw,percentage
wYwk1551-rTSkSX,qwtk5668-KgcDCd,percentage
zlfI5676-GpLmkL,bdUg5002-dwtUCC,percentage
jRTA3156-SZOYsH,sqhk8452-mwurZx,percentage
DOUz6122-cTGPBd,VvTl1282-PxyrIO,percentage
Dmzz9087-OpbhjT,zYGa4407-yVgAnx,percentage
arXa9977-NrAlpo,KJpT1952-GPhHTo,percentage
Ntab8815-ubSbTR,anXU0946-yPIYeY,percentage
dZFg5523-Crvkku,czwK1279-Ldgumx,percentage
tEBa7366-eHOyzq,Defg3469-vrnaXZ,percentage
Utga1614-mjuviH,djrT1011-aFyIsH,percentage
TBEx8679-TnQlLX,sBcD1345-UEWusp,percentage
ODRW9827-ZESRoj,zjOc0691-dQFkpb,percentage
sxTv4708-CxhZEp,rSEO3814-RVqfjv,percentage
iUxH5165-QBepTt,iBhd1744-RKwOcv,percentage
BldN6775-Zxomso,HMvy0947-heQLmi,percentage
hwmI1853-jvSkvC,uidH0620-XLNHHS,percentage
zDFV5430-MzZwXi,PkSV0691-EgMGEW,percentage
UJrX5373-ZinBkN,iCAQ5414-mbyBjl,percentage
bBfW8335-fTOYdp,uUdS5125-DsZWMu,percentage
qpjI1256-deViNl,YcdA7614-omcwnA,percentage
WEsE6768-DqbWFD,CDwa7420-oBVJxa,percentage
LSOG8124-AEOAwg,GnSe2049-kaMAGX,percentage
EwYk4276-EuEhnw,pAoL0445-PHivHg,percentage
hOcX8875-NAuLue,ieXV7249-vtYlFf,percentage
YunW1433-pptjek,bGxi4270-WkiPtU,percentage
aMNA8362-nnSMbQ,Zbsg6885-KXpbSl,percentage
RKxE5214-MDZHbP,vIjW2356-fyvFwP,percentage
nwpB1061-GnCXmA,aHkP4441-PDBSoj,percentage
pTFR7785-gOjyID,jbyd0230-leUgBu,percentage
jPOV9671-ssVvhR,okkM4626-HPWLII,percentage
jRuX9909-wgiFGq,gTIN7139-wdlHbX,percentage
BTJI7692-jtKHXk,HeIN9285-fPQEin,percentage
cxvW2365-nYbdWC,UPvw1521-uaggEY,percentage
IEsJ3975-astBOe,ufSW5245-dJLUnO,percentage
YOwq0203-HygoKJ,ouND0381-wvZgCs,percentage
XqXU4402-RIpWUR,EKul6335-aVnWAO,percentage
RpPO4999-ZINoyB,UPZd5467-HRHDNs,percentage
yYrR4458-ZuFLPu,UFwU0231-JyucOs,percentage
NDUH9364-JMBUIX,LWLt2552-cPSKWY,percentage
LvVH4269-AKJchX,lEZx7708-mPaROD,percentage
flaq4867-yxUjrA,WoxT2643-CUlfuR,percentage
uTOy9086-tntLQe,mPaC8664-wmOPuB,percentage
LZTs8065-EaGbcl,bTDH5593-DXvpuZ,percentage
SwpW9879-sjMpEK,nNmD4036-MhFhaR,percentage
ADYX1872-suFcgr,HNkG4507-PVhYmk,percentage
qHeL6395-uETLjg,oGEN1431-mElFOj,percentage
zWXk9525-UAJAyu,UCOH1703-AHQxMD,percentage
qdkK1391-sWWiHO,tZOs0461-REGeZz,percentage
HaRJ2547-cdegGf,ihxe0980-xYNucA,percentage
LHST1934-bYZAOH,auKf1723-HIbPXR,percentage
Nzhm5951-XIjRAz,AtLr2035-krxAwd,percentage
jDZk3187-AHcjHG,oBju3837-vAXUon,percentage
jYgJ7106-owYXri,kxDe7115-jGEjof,percentage
IVdq9671-gJRJDB,NoBB3811-Rbyqvg,percentage
FnuW3562-dLZRkm,mxUI3423-HCbDWp,percentage
bfti7932-TTKxmK,cHaL0695-TpHYOZ,percentage
LiRt0892-ddhjeF,KAnS3561-HzPnJv,percentage
SIYI8103-OTmgfY,cXpI0253-cZJXtx,percentage
dzhb3158-IoAKKq,VDRY4758-qtQKEA,percentage
YSWa8379-AdTTcm,gHJg0659-yfyaKs,percentage
GwXI3361-vaxfNh,EtMl3268-vWEear,percentage
GmPx8097-BTQYOX,zILL1374-aLQXaU,percentage
saXZ4723-YkAXyo,umXo7343-DDDBpi,percentage
Bkdc7938-foYGfN,dObF1361-qohBag,percentage
mmZp4394-DnnvGN,ktRH4859-OhFprT,percentage
bVsg3290-YeJEdQ,hzgK0032-oShwIU,percentage
LbXI5372-LHgAsX,GBIQ2729-dCLgRp,percentage
PsbW9482-rMciDF,rvvK8371-TIxeAb,percentage
FFHo2285-RIOqqq,idMW8578-YZsfJN,percentage
owkD4014-ivveDP,nKVc3547-MsPopZ,percentage
sRXk4417-nrOCfC,qbir4306-bizAOv,percentage
QgmG9361-iWykyd,nvUx6336-LBYyZj,percentage
ueST8094-CeveGz,YVqV6100-tayqpw,percentage
myjg6041-tAuuzB,IkuX4884-YqhQNB,percentage
EFKE5903-fiAbbH,VksE5904-WtMLxd,percentage
BYHu4125-GapGvX,nyvp8721-cTEozN,percentage
cIIY9931-lnNJCy,VlFj4163-uZMNDp,percentage
sNde1168-dOfmDC,iEHq3736-WpDsDM,percentage
vLdV6018-qDYdQO,CotL8087-XZymca,percentage
YARv2761-wmzidh,CJRI3218-gfLPzW,percentage
Hbxp5915-BISVug,eALk8443-ezABQy,percentage
eVjM0174-lfWEdP,VwAA4289-EiCpDw,percentage
gUUj2178-XYGFzM,ckzW9576-zgCWPF,percentage
bLnT3542-IqnZkZ,JQLV5744-GHxzLs,percentage
RaJU2322-KSYJzh,SOYD1908-aefvSC,percentage
QBJE8429-MPaxEj,yAdH1901-igNhSV,percentage
hZwV0802-aVkICC,hsmB6034-iuUDSx,percentage
trmD7946-pUCgkl,dHjL5176-GkUsJM,percentage
WcZt5834-IeKUFn,fltR2029-SSXWjV,percentage
mpEf9793-JEgVDs,vmry1666-kCpwCe,percentage
IwTM6558-YJgTIS,ygUQ3557-mnQTCX,percentage
IfrU0999-gOnnFO,nVCf7991-RsXzWX,percentage
wvNg1209-XPfshV,yLTO9098-YruPMK,percentage
FjkL6147-lmcLxZ,BGPe7709-nTwEZL,percentage
biff0211-gIzJAM,RiKA7500-TMuqez,percentage
ddeB4360-ZbklXA,XDss4353-YSUgCg,percentage
oiTA1058-OgDIdN,GASG3416-WDDaPl,percentage
mMzf8893-oEAYRA,Slbr2282-YROpcN,percentage
AulH8880-OhUqft,NXci7987-EOCuvr,percentage
JYSA1994-vydnGY,AflC9566-wLDPzF,percentage
DOnP6135-dQbvfj,LxqE2661-wzyiJK,percentage
Bnvq8113-eMrKTl,HWIH3463-lyxhOe,percentage
goUB9475-qXCtzj,mYdG8116-Vafjjl,percentage
UrRX8834-TGXlrW,fKIr9992-qInnNS,percentage
mVhV4017-NcNwWW,aiDj6340-wqVaPX,percentage
xvlT5393-TZPVXL,NTvU1281-sLDdMx,percentage
vsRB8925-RqVpRr,uCcm7903-ZuQgJR,percentage
GuCB0685-WOmJRL,EfgQ9325-jWcJKd,percentage
ACid4786-FsXiBZ,chnB8120-WCAChC,percentage
TDbJ3954-QyvAoa,NyVV0230-eVsBtA,percentage
FIZu0950-VodGjC,fPiy0320-VLRWbp,percentage
cSRK7242-UsZaDQ,bqbD4224-cktlhr,percentage
KssK7985-kzzXVT,SWKu5754-kWXKfO,percentage
gFBi1531-vHNLga,tXGV3080-cezgzC,percentage
JyUt3086-GSymgu,iPTU8713-MpZFLk,percentage
HzMw3895-qHzhcN,bFHg2755-vEJWKo,percentage
rxTL7051-IEAvTM,teOT5362-ttZaYp,percentage
zjPh1979-XhMXzR,vsvu6965-JsJIvL,percentage
vDlg5274-EHwzoz,tzkx4107-oRYpgO,percentage
OpwB4651-uYGvXi,IisD3780-zKbbTn,percentage
NkwP1293-vumlUI,uKBk1304-ZjizcQ,percentage
PJqs1404-LPmrCp,FFlE2675-bRbLww,percentage
nBcD0758-FOTJYM,Fyfe5831-iDtkId,percentage
xhWL9445-EhOEda,vObN3446-BOESbV,percentage
KujH2928-kdQyYd,auOL4598-QKbRZd,percentage
oiwP7705-WqmKye,OGfW9089-OmCmxP,percentage
WuFd5125-PgddYq,tHYV0941-sStXVF,percentage
BTuH2543-ynXKWx,DhsJ0771-ckjfVk,percentage
xwLc6734-IrtsWm,dqsC5213-cpYUkR,percentage
Sxww6618-cHcJIS,yIsW6518-mAdIHD,percentage
DUiU3839-ptzVfE,hccx8547-cFUFZI,percentage
MhfI9727-tQiWSX,aTrK3030-XyDFha,percentage
ZSJU5468-GBIabu,FrJc0712-Krqvst,percentage
GcOi8375-RfYafO,CwNp0624-UrwQJL,percentage
ePjK8698-UXksik,MElN4679-GZTZGy,percentage
QqNf7160-VEGgPN,NqHT2980-lJDFlv,percentage
NdaC4792-QaXOIj,JmLd7716-cKTCKG,percentage
WDDu9624-ftsySj,JhZa3314-GvRHko,percentage
gHJq9866-QdQRNC,bGiO3416-uhBwru,percentage
LlHg5523-VoncYi,orfN6605-DIcaRw,percentage
YYNz8858-IlNmgo,UxzZ7021-hOYoAD,percentage
GDGC0320-krOIPc,UaYo6926-HKHrcW,percentage
vfUw9195-wGakAL,STBG3880-bEUloL,percentage
iaJy8419-gZWuSs,EmEq0070-hoepzg,percentage
tHMv9273-ofNIHB,brje9342-DfRTOO,percentage
ZOST2893-aAdybB,UcZs1920-nQEwnj,percentage
ESXq0341-ktZspk,fdqU2606-frDYKV,percentage
UNAM5778-JbKeYc,LCNV9870-LooLKi,percentage
GbHK2107-cLIfiX,ykkA5600-ddcdkE,percentage
qazN8364-kuQPtw,IeDm6467-khydBu,percentage
SHCo6713-VDDAdl,gwKD0756-FbimqY,percentage
Satn2474-BjILSE,JTqk3581-ZilEwg,percentage
YcOQ4687-EHITSO,oMYv7980-qyKtys,percentage
XfaR8988-AKyXhC,dgbL4128-wBrauG,percentage
VYqU5669-dkHrGL,xhii1252-BUbCPC,percentage
Nhlg7538-oGbteW,pGwH5109-HtKvgi,percentage
SllM7040-Bideak,gbMf4789-GZCQMb,percentage
YHUB2886-kNPSSy,wAHw5319-BwjxLn,percentage
LRQa6180-QSemgJ,MDNM4897-RHbNoc,percentage
YoNJ2823-SgQTKP,mAJD2811-CabAMj,percentage
CgPU3979-RuVpWD,WFPm9518-AuxVqa,percentage
fSQO2684-Iigoua,LJpJ4655-iTdtcS,percentage
dIMK5704-uDYZeS,EVoN5671-GxIRIc,percentage
pMWG8930-ujnlux,BTeK8082-bdYgKa,percentage
BGgq6479-nsjTAD,PbmN4753-eSUiRG,percentage
sbAg3397-XaBlMP,UbJw4362-rsSxCs,percentage
nyFc7127-JPetdL,lfpo3062-XWdoos,percentage
AwHB4277-neofzA,zVek5788-qZxkEa,percentage
xYge2705-XYYIMt,fJSt2549-ychNGD,percentage
rZws2447-PnKjOz,NGFR7731-hDkuTD,percentage
bOIM9527-HowQem,llSN7024-WspGlZ,percentage
qfXS2888-nmnUEL,uDwk8343-nvMlGd,percentage
MDlo4024-BPnPOT,lvea1322-PhizXF,percentage
VslK4223-muslmc,kAYm8049-TtyKTC,percentage
RsLJ5353-CJlEjM,NnQZ3188-RHqinU,percentage
JLJD6822-zKSgzF,MhOh5920-pdoFVX,percentage
RpDJ0586-pXbHXf,IEhq7348-VbThue,percentage
ZtTW6409-nKCfVy,PPEy2672-DiXhWb,percentage
wsiO3862-xhwlTL,hzOA0720-sildBF,percentage
LPBW1623-rLagyI,yDIT8466-uiJlmL,percentage
zehm6093-zSPPCl,duIH8164-nxhPaD,percentage
ZFxA7782-IGzpwV,KcIB0429-uEMiOZ,percentage
zKBm8451-ohhNiS,BAGC9991-tpcUNL,percentage
yvPA8033-VPjiwH,qhmM4712-gkjOqC,percentage
CzdX3260-nIdLOh,tJMB8217-bxJtNG,percentage
wXVO4469-BeGZrm,BxWM2096-ihPbAD,percentage
gDAr9541-kNcZSM,BFFu6489-oOEIDx,percentage
RGDb0115-ocXplS,GwUD5046-yRZcBz,percentage
eObE5665-IYjdVQ,DSIa8525-TvsUMU,percentage
RTDv6592-wksLOZ,ULFx0059-gwIzQM,percentage
qwAk5454-Vgztbj,geHl1105-iEwkMF,percentage
Door7301-MVaJAI,okSz1876-seRrWL,percentage
kOIb9213-BZMJri,bpWs3609-GkziXt,percentage
kTSt5753-iPnYmF,jUup6129-cHzbeU,percentage
rRBM6783-MBmNuT,hLrN2679-dbrkMh,percentage
LMZY9515-KKViTp,bFdH5793-WkBIJC,percentage
Mmvt9321-OzqSSc,BJtF6305-hUzmtm,percentage
HtNa5246-AtkOCV,Rvjg4198-uEeVIh,percentage
WQOV0072-tHhtYT,Atxt1406-HZEnsr,percentage
VNWs4674-wyIMPx,VjJP5593-babdNi,percentage
uMrH0074-DOzKVa,SyAA5373-pJAtru,percentage
cccz9351-hvlThl,YlyP3813-EaesGy,percentage
prYT4715-MvILBW,BbfD2613-vpDqeJ,percentage
yTpD5737-eExEsp,ieNx8581-XjVdep,percentage
MxEY7020-iHxJSl,CLxC5883-EayLCG,percentage
cwYP7207-CMThYb,BfoM4573-zoaelj,percentage
bnNP8109-sIRdYC,ExeT6197-QnSOkX,percentage
AvCB6659-ukMPaw,fvNO6592-HaQTSh,percentage
RdbY1046-uvPJAD,MDVz2247-rSHTqp,percentage
dLtL2661-CHTFOB,wjCZ0874-iZphPt,percentage
ksTy1904-iqHGLI,CJCk7339-PnxmoJ,percentage
KlDV7375-jzHxmW,EEis5341-IloxPz,percentage
LtDT8941-yYiUJi,LffK4261-PdYFmk,percentage
snej8236-thOTQc,MNZS6838-VuxqIn,percentage
yqTb8302-uIRZbP,ruSM3289-vhmDJZ,percentage
YCDG8458-UcwcoT,NFzt9222-aDZMUu,percentage
DsfD8117-oCpGNi,ZRGY0723-chkTIZ,percentage
Fjzd3949-vhmzAG,VSVO1182-JjNNCO,percentage
jxQl8222-FWnYDE,lvRf6938-YtOcMo,percentage
uGen7256-XAELcs,iXtS2651-HIOUMU,percentage
glxf1323-DBmjyz,Ndov7894-fQFolF,percentage
JVqX9410-csSIIo,MJCx9437-GAhbJz,percentage
wzNR0003-UJvCrN,ymJR8264-qadTYx,percentage
fYUA4897-jMgqCp,AJcv8432-quaQBM,percentage
Tuxe9317-ToHppW,LAPe3182-hwUEXR,percentage
xjRP6381-VtZuDR,LSLV5634-qFmXmS,percentage
oDnw5951-GRaRvG,dLKq6076-VTUGlB,percentage
oddf1068-GHJUcL,WjTn3855-rIYAjE,percentage
htuv0760-FXVFnU,DQGd9055-pIWWOk,percentage
BnPG5153-guoFJZ,XwAG0426-nbfIBf,percentage
kJQE5918-QVCJPs,XIKB8727-kngcFy,percentage
MpAg7486-PpxMBn,EqgY3505-mBuTeE,percentage
hRBl4288-qDHiCq,VpMQ9154-qnyotA,percentage
yjJe9218-XbGyRQ,SoEb5032-OZjKvI,percentage
miio1634-JBUWIh,AgCK5320-RvLMxq,percentage
zZgn8950-UfbTQr,zWuZ1462-NFmQaS,percentage
YlTA8780-SRbrMu,Tsfi0424-rMRBkT,percentage
MajG5084-ztEEJb,caHa0859-BmrNEt,percentage
xBik6665-LDSJTi,kHVW8019-JsUEJi,percentage
qFdN5292-MluBxA,sOWG5712-vXwkEi,percentage
JEGV6297-VVgVIB,XFiL4503-KIEcPh,percentage
dUol0104-lIMJoV,hRos4193-vDVtXR,percentage
TJkM4256-CTAHzp,fIta5957-gnqQpe,percentage
Bzkk3481-WdTjcT,Pqjs6890-qzqjGP,percentage
BuVd1299-HQMstV,uUdQ7775-OnPpHj,percentage
epNZ4779-fEJMBk,nDXK4513-wApTnz,percentage
ymEu4982-DnQbvl,dawZ4261-TugGPj,percentage
RPfF4117-GUMjzY,hmiJ2078-poNHdq,percentage
npMm7822-Gazemx,Wxuv4149-btdVgH,percentage
vLqI8178-KzfhFz,avXu7899-HtwSpm,percentage
kQMZ3551-poAfUW,XQsJ7541-vJnBsP,percentage
KWXS9419-mlamPe,szvs1243-MrWffc,percentage
AaBX3343-SVNXMJ,CDLl2113-MBaRWW,percentage
AJop5112-fCydcQ,ULZV2207-MHzMGW,percentage
fqym4893-KIcDCL,Gwnj1575-RNLwpV,percentage
Rhnn8910-zZKcaU,OBww1026-TIhdwj,percentage
iiIH6597-slPAzG,oMFJ2111-RKmMlD,percentage
CZDr4364-KsazRh,uOMW5195-XqtdOy,percentage
FXAz2526-IFdWim,Xrjc9420-ehfIIb,percentage
ODXP9524-iCKGWT,tasB7739-uMGuUX,percentage
blZx7595-Xdnsva,lHvj7117-JiaPBc,percentage
qoCo0690-dXxNpc,pTmJ2042-vzBWSR,percentage
XbXO1386-DhVFtU,FMSO8016-gjQHFv,percentage
bvzK6012-DJkyiQ,lWBZ0606-DMuVFi,percentage
gcHd8028-fljbJC,IMpC2778-JHBSiO,percentage
jpzW1841-ZAJKIu,KNzE5881-dDuzCX,percentage
Ommv9448-fmXDtA,ARxx4297-SDSbGh,percentage
jILu2590-dFJAIM,ETER1631-hClFFl,percentage
WHhg4407-lnwrvl,ixOI5748-DlFtWe,percentage
iKEA7751-ieAmQr,AZvB6463-pZwIgn,percentage
PqFd9413-rklQEg,ZVKl3105-JEWWtQ,percentage
PSvw0708-zkHsLz,BXYu9056-WCqWfs,percentage
HcvG8962-VsdfdD,DCQP1145-CViOmD,percentage
mFzF4781-ZbxMDQ,igNs1360-YlCGwL,percentage
nnWu0811-QBRnvw,MGES5909-fNxteP,percentage
iTaq2763-zivEPW,nMKm3104-wNmIrx,percentage
LhdA4631-SJfWer,IsdW5139-XOczMX,percentage
WPQe5669-DcOxvk,RKbL1300-vYCVlK,percentage
rFQh9517-aahPHl,WPqf9158-BQswdl,percentage
GGwo8677-ZBCUwa,xbvp8378-cLxAIv,percentage
CxIg7594-rcnPrS,vwqW9359-aKSDKe,percentage
sonw0172-hkQtQL,ejzc4029-HQbUtV,percentage
etUk5207-NJVYZT,UYfw8023-wWixAH,percentage
lwQv3386-adnjnI,lupQ4116-AcdYMn,percentage
qolx2305-UegQbX,hyjJ4350-xEDClK,percentage
MLIX1988-KVtaUD,qKfK3203-LowjAk,percentage
QLiX6985-TtUGaL,EnjN8497-EuRADk,percentage
ipYN9151-IBhbbt,CVkq9070-naMKlf,percentage
lUmj0835-veiaSU,fJPH8556-krtcrl,percentage
BnNq0915-YfkTnJ,bdKu6551-vNMjup,percentage
BlUl1561-rmOtSy,QLHQ3872-nqXJpY,percentage
Rhck3473-ZPurEk,mtSi2443-MwPAwm,percentage
wjme2688-FMnIMa,xMpJ1089-vRvsMO,percentage
etQg0910-iXNwpH,QEuX4457-wtjGwt,percentage
Ykxe3467-ktjPij,cTum0762-XnTANi,percentage
gcVu3748-jnekQM,HMRv5532-rUiQrn,percentage
TsXr4701-FtsOlX,xMSO5942-ZbocQs,percentage
eTHv3880-NILeAL,WLnY7760-yfEliW,percentage
GDBD1593-DJKwYu,YKzY6811-NLLcth,percentage
SsKP1181-PdneFv,JGlq1341-hiYqLd,percentage
hjoO6075-wTmqHH,STkX8237-nYHZmH,percentage
ahtH6850-HLUAzg,bgBY3717-kIGdLF,percentage
Revj9864-McCVMe,ETXg9076-zxaIWz,percentage
kClm5355-gbOoXC,uXxy6596-wXkzXG,percentage
FOoA7667-CUjdWW,dDGW8645-HifxHZ,percentage
bUhW2412-yabKCE,ifcO9083-ZwptoH,percentage
pegc3285-lliYNG,fnsv9174-TxfdSJ,percentage
JNUV3739-slmYIM,WZom3129-dGIbtX,percentage
Ieiz0083-opIgDO,DtNN9486-YQfSoy,percentage
ohkk7205-xYXeNC,Lnnp6482-iXVolK,percentage
Fhfz3127-jPQdzn,tyXY4277-qmBvIe,percentage
Wynj3399-OeAtKm,oXtc3087-THraKE,percentage
